Sweep	g
170	6.54012
171	6.54012
172	6.54012
173	5.84679
174	5.84679
175	5.84679
176	5.84679
177	4.55877
178	4.38387
179	4.38387
180	4.38387
181	4.38387
182	4.38387
183	4.38387
184	4.38387
185	10.8368
186	10.8368
187	10.8368
188	10.8368
189	8.78008
190	7.53509
191	7.53509
192	7.53509
193	7.53509
194	7.53509
195	7.53509
196	7.53509
197	7.53509
198	7.53509
199	7.53509
200	7.53509
201	6.31538
202	6.31538
203	7.73587
204	7.73587
205	7.73587
206	7.73587
207	7.73587
208	7.73587
209	7.73587
210	7.73587
211	7.73587
212	6.08583
213	6.08583
214	7.39553
215	8.09142
216	8.09142
217	9.99146
218	7.60683
219	7.60683
220	7.60683
221	7.60683
222	7.60683
223	7.60683
224	7.60683
225	7.60683
226	6.91411
227	6.91411
228	6.91411
229	6.91411
230	6.91411
231	6.91411
232	6.91411
233	7.49773
234	7.49773
235	7.83062
236	7.83062
237	7.83062
238	7.83062
239	7.83062
240	7.83062
241	7.83062
242	7.83062
243	6.78195
244	6.78195
245	6.78195
246	6.78195
247	6.78195
248	6.78195
249	6.78195
250	6.78195
251	6.78195
252	8.43687
253	8.43687
254	8.43687
255	8.43687
256	8.43687
257	7.77446
258	7.59445
259	7.59445
260	7.59445
261	8.17867
262	8.17867
263	8.17867
264	8.17867
265	7.63984
266	7.63984
267	7.63984
268	7.75002
269	7.75002
270	7.75002
271	7.75002
272	7.75002
273	7.75002
274	9.17671
275	9.17671
276	9.17671
277	9.17671
278	9.17671
279	8.71023
280	8.71023
281	8.71023
282	8.71023
283	8.71023
284	8.71023
285	8.71023
286	8.71023
287	8.71023
288	8.71023
289	10.8962
290	10.8962
291	10.8962
292	10.8962
293	10.8962
294	10.8962
295	10.8962
296	9.72094
297	9.72094
298	9.72094
299	9.72094
300	9.04342
301	8.26799
302	8.26799
303	9.43269
304	10.4462
305	10.4462
306	9.24396
307	9.24396
308	9.24396
309	9.24396
310	9.24396
311	9.24396
312	9.24396
313	10.6354
314	10.6354
315	8.969
316	8.969
317	8.969
318	8.969
319	9.24538
320	9.24538
321	9.24538
322	9.24538
323	10.325
324	10.325
325	10.325
326	10.325
327	10.49
328	10.49
329	11.8296
330	11.8296
331	11.8296
332	11.8296
333	11.8296
334	11.8296
335	11.8296
336	11.8296
337	13.7188
338	8.95143
339	8.95143
340	8.95143
341	8.40841
342	8.40841
343	11.171
344	11.171
345	13.1331
346	13.1331
347	8.85564
348	8.85564
349	8.85564
350	7.1653
351	14.8427
352	6.11129
353	6.75874
354	6.75874
355	6.75874
356	14.0057
357	12.3036
358	10.3376
359	10.3376
360	9.01579
361	9.50132
362	6.35595
363	6.35595
364	7.60695
365	7.60695
366	7.60695
367	9.39683
368	9.39683
369	9.39683
370	9.39683
371	9.39683
372	12.5309
373	12.5309
374	12.5309
375	11.5529
376	11.5529
377	8.24293
378	12.1086
379	12.1086
380	11.5829
381	8.12338
382	8.12338
383	11.518
384	11.518
385	11.518
386	11.518
387	11.518
388	11.518
389	11.518
390	11.518
391	11.518
392	9.83954
393	9.83954
394	7.41815
395	7.41815
396	10.409
397	10.409
398	10.409
399	10.409
400	10.4329
401	10.4329
402	10.4329
403	8.68123
404	8.68123
405	8.05184
406	7.59824
407	7.59824
408	11.9502
409	11.9502
410	11.9502
411	10.1811
412	10.1811
413	8.08933
414	8.08933
415	8.08933
416	7.73434
417	7.73434
418	12.2741
419	11.937
420	11.937
421	13.7987
422	8.77402
423	8.53439
424	8.53439
425	8.53439
426	8.53439
427	8.53439
428	12.1949
429	12.1949
430	12.0245
431	12.0245
432	12.0245
433	12.0245
434	12.0245
435	12.0245
436	14.3303
437	14.3303
438	14.4232
439	7.54796
440	9.50594
441	11.8271
442	11.8271
443	11.8271
444	11.8271
445	11.8271
446	11.8271
447	11.8271
448	7.98501
449	7.98501
450	12.2379
451	12.2379
452	12.2379
453	9.47479
454	12.0307
455	11.6928
456	10.4394
457	12.0629
458	12.0629
459	12.0629
460	9.56663
461	9.56663
462	9.56663
463	9.56663
464	9.56663
465	9.56663
466	9.56663
467	13.5148
468	7.81848
469	7.81848
470	7.81848
471	7.81848
472	7.81848
473	7.81848
474	7.81848
475	7.81848
476	6.86406
477	6.86406
478	7.10977
479	10.9594
480	11.1125
481	11.7387
482	11.7387
483	11.7387
484	11.7387
485	11.7387
486	8.74458
487	8.74458
488	8.74458
489	8.11017
490	8.11017
491	8.11017
492	8.11017
493	7.64112
494	11.6106
495	11.5935
496	8.06483
497	8.06483
498	8.06483
499	11.6843
500	11.6843
501	11.6843
502	11.1756
503	11.9867
504	11.9867
505	14.0955
506	14.0955
507	6.59838
508	6.59838
509	9.9528
510	9.53809
511	8.24738
512	9.55986
513	12.4012
514	13.5658
515	11.8598
516	11.8598
517	11.8598
518	8.82256
519	8.82256
520	8.57069
521	8.70367
522	8.70367
523	8.70367
524	8.70367
525	11.0531
526	10.1141
527	10.1141
528	8.75471
529	11.1214
530	11.1214
531	8.39449
532	8.39449
533	8.27645
534	8.82108
535	8.82108
536	8.82108
537	8.82108
538	10.3028
539	7.91906
540	7.35489
541	7.35489
542	7.35489
543	7.35489
544	10.5542
545	12.236
546	12.236
547	12.236
548	12.236
549	12.236
550	12.236
551	11.0997
552	11.0997
553	10.1666
554	9.76357
555	11.5785
556	8.84038
557	11.106
558	11.106
559	11.106
560	12.603
561	9.21658
562	9.21658
563	9.21658
564	8.38857
565	13.655
566	13.655
567	10.329
568	10.329
569	10.329
570	10.329
571	7.17144
572	8.31209
573	6.8424
574	6.8424
575	9.25542
576	9.25542
577	9.25542
578	9.25542
579	7.28675
580	7.28675
581	7.1001
582	7.1001
583	7.1001
584	7.1001
585	10.6105
586	9.30906
587	9.30906
588	10.1458
589	10.1458
590	12.1201
591	10.8849
592	10.8849
593	10.8849
594	10.8849
595	10.8849
596	10.8849
597	10.8849
598	10.5044
599	10.5044
600	9.80316
601	12.9319
602	12.9319
603	12.9319
604	8.28979
605	8.28979
606	12.0437
607	12.0437
608	9.57254
609	9.57254
610	8.5179
611	8.5179
612	8.5179
613	8.5179
614	8.5179
615	8.5179
616	8.5179
617	8.15098
618	10.0384
619	10.0384
620	10.0384
621	10.0384
622	8.34746
623	8.34746
624	8.34746
625	8.34746
626	8.34746
627	8.34746
628	9.90119
629	9.90119
630	9.90119
631	9.96307
632	11.832
633	11.832
634	9.07757
635	9.07757
636	9.07757
637	9.07757
638	9.07757
639	9.07757
640	12.957
641	12.957
642	16.3549
643	16.3549
644	16.3549
645	16.3779
646	16.3779
647	16.3779
648	11.0566
649	11.0566
650	11.0566
651	11.0566
652	11.0566
653	8.69553
654	8.69553
655	8.69553
656	8.69553
657	8.69553
658	8.69553
659	8.69553
660	8.69553
661	8.69553
662	8.69553
663	8.69553
664	8.69553
665	8.69553
666	8.69553
667	8.69553
668	10.7593
669	10.7593
670	9.58844
671	9.58844
672	9.58844
673	11.1324
674	7.49067
675	7.49067
676	10.5111
677	10.5111
678	5.51477
679	5.51477
680	12.7321
681	12.7321
682	12.7321
683	12.7321
684	9.94053
685	9.94053
686	9.94053
687	10.3005
688	10.3005
689	10.3005
690	10.3005
691	10.3005
692	10.3005
693	9.43127
694	9.43127
695	9.43127
696	7.91469
697	7.91469
698	7.91469
699	7.91469
700	6.70148
701	5.71099
702	5.54159
703	5.10745
704	6.85977
705	9.17174
706	11.5585
707	9.6858
708	9.6858
709	9.6858
710	10.2801
711	8.69497
712	7.95209
713	8.59128
714	11.1615
715	13.3365
716	13.3365
717	11.6787
718	10.2767
719	10.2767
720	8.85715
721	7.21509
722	10.2166
723	10.2166
724	10.2166
725	11.2245
726	11.2245
727	11.2245
728	11.2245
729	11.2245
730	11.2245
731	11.2245
732	8.77288
733	8.77288
734	8.77288
735	8.77288
736	8.77288
737	8.77288
738	8.77288
739	8.77288
740	9.78445
741	9.47119
742	12.3828
743	12.3802
744	8.1074
745	8.1074
746	8.1074
747	8.1074
748	8.1074
749	8.55259
750	12.8983
751	12.8983
752	13.2311
753	12.1672
754	12.1672
755	12.372
756	10.4496
757	10.0639
758	10.0639
759	8
760	9.07885
761	9.07885
762	9.07885
763	9.07885
764	9.07885
765	9.07885
766	9.07885
767	8.65569
768	8.65569
769	8.65569
770	8.65569
771	8.65569
772	8.65569
773	10.5835
774	10.5835
775	10.5835
776	12.9216
777	12.9216
778	12.9216
779	7.60423
780	9.24697
781	9.18071
782	10.9949
783	10.9949
784	9.83305
785	9.83305
786	9.83305
787	9.83305
788	11.2255
789	11.2255
790	11.2255
791	11.2255
792	8.6742
793	9.0422
794	9.0416
795	9.0416
796	12.3081
797	12.3081
798	10.9499
799	11.87
800	11.87
801	9.01721
802	11.4892
803	11.4892
804	11.2804
805	11.2804
806	7.69227
807	8.25183
808	11.1894
809	12.7715
810	8.96576
811	8.96576
812	8.02996
813	13.8284
814	9.01255
815	9.56183
816	9.85238
817	9.85238
818	9.85238
819	9.85238
820	9.85238
821	9.85238
822	9.85238
823	9.85238
824	9.85238
825	9.85238
826	9.85238
827	9.85238
828	9.85238
829	9.85238
830	17.267
831	17.267
832	17.267
833	17.267
834	17.267
835	15.3602
836	14.3042
837	13.0039
838	11.0911
839	11.0911
840	11.0911
841	11.0911
842	11.0911
843	11.0911
844	11.0911
845	10.3806
846	10.8608
847	8.42527
848	12.7885
849	12.7885
850	9.75006
851	9.75006
852	9.75006
853	9.75006
854	13.353
855	13.353
856	13.353
857	11.2085
858	11.2085
859	11.2085
860	11.2085
861	11.2085
862	11.2085
863	11.2085
864	13.3262
865	13.3262
866	13.3262
867	11.9541
868	11.9541
869	11.9541
870	11.9541
871	11.228
872	11.228
873	11.228
874	11.228
875	11.228
876	11.228
877	11.228
878	11.228
879	9.2964
880	10.8188
881	10.8188
882	10.8188
883	10.8188
884	8.8294
885	9.15072
886	9.15072
887	9.15072
888	9.15072
889	9.15072
890	9.15072
891	9.15072
892	9.15072
893	9.15072
894	9.15072
895	9.15072
896	9.15072
897	9.57834
898	9.57834
899	9.57834
900	7.32831
901	10.9813
902	10.9813
903	8.07966
904	8.07966
905	8.07966
906	8.07966
907	9.58435
908	9.58435
909	9.58435
910	9.58435
911	13.0297
912	9.27688
913	10.7562
914	10.7562
915	10.7562
916	9.38114
917	9.38114
918	8.24
919	8.29252
920	8.29252
921	8.29252
922	8.40817
923	11.32
924	6.30422
925	10.8531
926	9.06589
927	9.06589
928	9.06589
929	10.1492
930	10.5439
931	10.5439
932	11.1272
933	11.1272
934	9.97845
935	9.97845
936	9.97845
937	10.6609
938	10.6609
939	8.59459
940	7.40428
941	7.34249
942	9.40795
943	9.40795
944	10.9209
945	10.9209
946	11.3798
947	10.1147
948	10.1147
949	13.0785
950	13.0785
951	13.0785
952	9.55033
953	9.55033
954	10.754
955	10.754
956	10.0625
957	10.8613
958	10.8613
959	10.6574
960	10.6574
961	10.6574
962	10.6275
963	8.95754
964	9.99634
965	9.99634
966	9.99634
967	9.95985
968	9.95985
969	11.114
970	10.1898
971	10.1898
972	12.5197
973	7.5162
974	7.5162
975	7.5162
976	8.71563
977	8.31931
978	12.026
979	12.026
980	12.026
981	13.5305
982	13.5305
983	13.5305
984	13.5305
985	9.23138
986	8.90936
987	8.90936
988	8.34647
989	8.34647
990	8.34647
991	7.7442
992	7.63258
993	8.92083
994	8.35637
995	10.9888
996	10.9888
997	10.9888
998	10.9888
999	10.9888
1000	10.9888
1001	10.1226
1002	10.4513
1003	10.4513
1004	10.4513
1005	10.4513
1006	10.1541
1007	10.1541
1008	10.1541
1009	10.1541
1010	10.1541
1011	10.1541
1012	7.87618
1013	7.87618
1014	7.87618
1015	8.22354
1016	9.63861
1017	10.166
1018	12.9597
1019	12.9597
1020	12.9597
1021	12.9597
1022	10.6421
1023	10.6421
1024	9.66902
1025	9.25925
1026	9.25925
1027	10.4074
1028	10.4074
1029	10.4074
1030	10.4074
1031	10.4663
1032	7.52272
1033	11.6035
1034	11.6035
1035	12.1227
1036	12.1227
1037	10.2743
1038	10.2743
1039	10.8388
1040	10.8388
1041	10.8388
1042	11.7857
1043	13.5751
1044	13.5751
1045	13.5751
1046	13.5751
1047	13.5751
1048	13.5751
1049	13.5751
1050	13.5751
1051	13.5751
1052	13.5751
1053	13.7573
1054	9.94153
1055	12.1636
1056	12.8392
1057	12.8392
1058	12.8392
1059	12.8392
1060	12.8392
1061	9.57702
1062	9.57702
1063	9.57702
1064	9.57702
1065	9.57702
1066	8.82046
1067	8.82046
1068	13.5761
1069	13.5761
1070	10.4932
1071	10.4932
1072	10.4932
1073	10.4932
1074	10.4932
1075	10.4932
1076	10.3989
1077	10.3989
1078	10.813
1079	10.813
1080	10.813
1081	10.813
1082	10.813
1083	10.813
1084	11.355
1085	11.355
1086	11.8611
1087	11.8611
1088	9.05436
1089	13.3992
1090	13.3992
1091	16.4263
1092	16.4263
1093	12.3455
1094	10.5531
1095	10.5531
1096	10.5531
1097	10.5531
1098	10.5531
1099	10.5531
1100	8.30668
1101	8.30668
1102	7.24864
1103	6.81635
1104	6.81635
1105	6.81635
1106	9.46499
1107	9.46499
1108	6.34127
1109	6.34127
1110	6.86913
1111	6.86913
1112	6.49995
1113	6.49995
1114	6.33152
1115	6.33152
1116	6.33152
1117	5.43686
1118	5.43686
1119	6.67353
1120	6.5354
1121	6.5354
1122	6.5354
1123	10.8154
1124	9.65991
1125	9.41494
1126	9.41494
1127	9.41494
1128	8.51442
1129	8.51442
1130	8.51442
1131	8.89471
1132	8.89471
1133	10.7082
1134	10.7082
1135	10.7082
1136	10.0134
1137	12.2136
1138	11.5845
1139	11.5845
1140	11.5845
1141	8.70931
1142	8.70931
1143	12.6352
1144	12.6352
1145	12.6352
1146	8.34166
1147	9.12768
1148	8.05083
1149	10.0353
1150	10.0353
1151	10.0353
1152	10.0353
1153	10.0353
1154	9.11484
1155	9.5398
1156	8.44326
1157	8.44326
1158	8.44326
1159	8.44326
1160	7.59024
1161	7.59024
1162	7.59024
1163	7.59024
1164	7.59024
1165	9.15717
1166	7.67231
1167	6.19754
1168	10.0048
1169	8.05744
1170	8.05744
1171	8.05744
1172	8.05744
1173	8.52242
1174	8.52242
1175	7.08085
1176	12.0475
1177	9.62892
1178	6.36799
1179	6.36799
1180	5.8868
1181	12.8952
1182	12.8952
1183	12.8952
1184	12.8952
1185	12.8952
1186	11.8186
1187	11.8186
1188	8.18953
1189	7.06498
1190	7.91744
1191	9.90086
1192	9.04188
1193	9.52315
1194	9.52315
1195	9.52315
1196	9.52315
1197	9.39207
1198	8.00506
1199	8.94122
1200	8.58586
1201	8.58586
1202	8.70452
1203	8.70452
1204	10.5069
1205	10.5305
1206	10.5305
1207	10.5305
1208	10.5305
1209	10.5305
1210	10.5305
1211	7.99693
1212	7.99693
1213	7.39376
1214	8.87473
1215	8.87473
1216	8.87473
1217	8.40815
1218	8.94258
1219	8.94258
1220	8.94258
1221	8.94258
1222	8.94258
1223	8.94258
1224	8.94258
1225	8.94258
1226	9.8
1227	9.8
1228	9.30646
1229	7.66088
1230	7.66088
1231	7.66088
1232	7.66088
1233	7.66088
1234	7.90533
1235	7.90533
1236	7.90533
1237	6.84115
1238	6.84115
1239	6.43866
1240	6.43866
1241	6.403
1242	6.403
1243	7.48895
1244	7.48895
1245	7.48895
1246	7.78024
1247	7.78024
1248	7.78024
1249	7.78024
1250	7.47651
1251	7.47651
1252	7.47651
1253	7.47651
1254	6.88913
1255	6.88913
1256	6.88913
1257	6.88913
1258	9.58173
1259	9.58173
1260	7.88621
1261	10.8621
1262	7.05709
1263	7.05709
1264	7.73604
1265	7.73604
1266	7.73604
1267	8.84621
1268	8.84621
1269	8.84621
1270	8.84621
1271	8.84621
1272	11.7378
1273	12.1416
1274	10.5176
1275	9.27836
1276	9.27836
1277	9.27836
1278	9.27836
1279	9.27836
1280	9.27836
1281	9.27836
1282	9.27836
1283	9.27836
1284	9.27836
1285	9.72214
1286	6.90181
1287	6.5832
1288	6.5832
1289	7.01305
1290	7.01305
1291	7.01305
1292	7.01305
1293	7.79735
1294	8.7092
1295	8.7092
1296	8.7092
1297	11.4261
1298	9.92552
1299	9.75143
1300	8.65671
1301	8.76761
1302	8.76761
1303	8.76761
1304	8.76761
1305	9.48923
1306	8.15403
1307	7.77882
1308	7.77882
1309	6.88323
1310	6.88323
1311	6.5284
1312	9.40249
1313	9.40249
1314	9.40249
1315	9.40249
1316	7.8027
1317	7.8027
1318	5.50037
1319	5.50037
1320	6.74977
1321	4.89479
1322	6.59304
1323	8.58216
1324	5.54927
1325	5.54927
1326	5.54927
1327	5.54927
1328	5.54927
1329	13.3503
1330	13.3503
1331	11.3132
1332	11.3132
1333	11.856
1334	8.856
1335	5.96443
1336	7.8704
1337	7.8704
1338	7.8704
1339	6.35131
1340	6.35131
1341	5.41561
1342	5.41561
1343	5.41561
1344	5.41561
1345	7.03278
1346	8.68677
1347	8.68677
1348	8.68677
1349	7.58132
1350	7.58132
1351	8.15742
1352	8.15742
1353	8.15742
1354	9.84841
1355	8.51967
1356	9.89523
1357	9.11035
1358	9.11035
1359	8.1434
1360	8.1434
1361	8.1434
1362	6.48018
1363	8.43778
1364	8.43778
1365	8.43778
1366	7.67709
1367	7.67709
1368	7.67709
1369	7.67709
1370	7.67709
1371	9.34086
1372	9.34086
1373	9.34086
1374	6.24213
1375	6.24213
1376	7.13852
1377	7.3826
1378	7.43679
1379	7.43679
1380	7.43679
1381	7.43679
1382	6.52569
1383	6.52569
1384	6.52569
1385	10.3688
1386	10.3688
1387	7.16598
1388	7.16598
1389	8.80828
1390	8.80828
1391	8.80828
1392	7.32232
1393	8.29945
1394	8.29945
1395	8.29945
1396	7.07964
1397	8.41914
1398	8.41914
1399	7.25232
1400	7.25232
1401	7.25232
1402	7.25232
1403	7.25232
1404	7.25232
1405	8.06542
1406	6.82555
1407	8.15753
1408	8.15753
1409	9.72551
1410	9.72551
1411	9.72551
1412	9.77324
1413	9.77324
1414	9.77324
1415	9.77324
1416	9.77324
1417	9.77324
1418	9.77324
1419	14.3328
1420	14.3328
1421	17.4099
1422	8.95894
1423	11.0374
1424	11.0374
1425	11.0374
1426	11.7991
1427	11.7991
1428	11.7991
1429	8.56998
1430	8.56998
1431	8.56998
1432	10.3919
1433	10.3919
1434	8.42975
1435	8.76791
1436	11.5637
1437	11.5637
1438	8.35388
1439	8.35388
1440	6.61258
1441	7.66605
1442	7.66605
1443	7.74242
1444	10.9149
1445	11.2166
1446	11.2166
1447	11.2166
1448	11.2166
1449	5.80564
1450	6.32642
1451	6.32642
1452	8.98644
1453	8.98644
1454	8.98644
1455	8.98644
1456	8.98644
1457	9.92434
1458	9.92434
1459	11.233
1460	11.233
1461	12.0609
1462	9.4818
1463	9.4818
1464	9.4818
1465	9.4818
1466	9.4818
1467	7.9212
1468	10.7198
1469	10.7198
1470	10.7198
1471	10.7198
1472	9.06395
1473	9.02452
1474	9.02452
1475	9.02452
1476	11.6119
1477	11.6119
1478	11.6119
1479	11.6119
1480	11.6119
1481	11.6119
1482	10.6329
1483	10.6329
1484	10.6329
1485	10.6329
1486	10.6329
1487	10.6329
1488	11.7587
1489	11.7587
1490	11.7587
1491	11.7587
1492	11.6926
1493	11.6926
1494	11.6926
1495	9.82515
1496	9.82515
1497	9.82515
1498	9.82515
1499	9.82515
1500	9.82515
1501	9.82515
1502	7.87704
1503	9.28864
1504	8.43793
1505	11.517
1506	11.517
1507	10.6209
1508	10.7467
1509	10.7467
1510	10.7467
1511	10.7467
1512	10.7467
1513	8.96328
1514	8.96328
1515	7.60442
1516	7.8669
1517	7.57792
1518	9.78748
1519	9.78748
1520	9.78748
1521	11.7612
1522	14.7101
1523	14.7101
1524	10.307
1525	12.8242
1526	7.81816
1527	7.81816
1528	7.81816
1529	7.81816
1530	9.11128
1531	9.11128
1532	9.61496
1533	10.1579
1534	10.1579
1535	9.62899
1536	10.5929
1537	7.41687
1538	7.41687
1539	7.41687
1540	7.7306
1541	7.7306
1542	7.7306
1543	7.7306
1544	7.41645
1545	7.41645
1546	7.41645
1547	7.51993
1548	6.21666
1549	7.70136
1550	7.70136
1551	8.5415
1552	5.96368
1553	5.88419
1554	8.44378
1555	8.44378
1556	9.16171
1557	9.16171
1558	10.8448
1559	10.8448
1560	6.4672
1561	6.4672
1562	10.0965
1563	10.0965
1564	10.0965
1565	10.0965
1566	10.0248
1567	11.884
1568	10.3548
1569	10.3548
1570	10.3548
1571	10.3548
1572	10.3548
1573	10.3548
1574	10.3548
1575	9.75766
1576	8.50094
1577	9.95023
1578	9.95023
1579	11.9403
1580	11.3787
1581	11.1346
1582	11.1346
1583	11.1346
1584	11.1346
1585	9.01962
1586	8.75033
1587	11.2017
1588	9.54666
1589	9.13434
1590	9.13434
1591	9.13434
1592	9.13434
1593	9.13434
1594	9.13434
1595	9.13434
1596	9.13434
1597	9.13434
1598	9.13434
1599	9.13434
1600	9.13434
1601	9.10952
1602	9.10952
1603	9.10952
1604	9.20115
1605	7.80785
1606	8.7111
1607	8.7111
1608	8.7111
1609	8.7111
1610	8.7111
1611	8.73306
1612	10.7568
1613	6.65274
1614	8.84454
1615	8.84454
1616	8.84454
1617	8.84454
1618	8.86899
1619	8.86899
1620	10.0268
1621	8.82054
1622	8.82054
1623	8.20097
1624	8.20097
1625	8.20097
1626	8.14096
1627	8.14096
1628	12.4771
1629	12.4771
1630	12.4771
1631	12.4771
1632	12.4771
1633	11.9902
1634	11.9902
1635	11.9902
1636	12.0748
1637	9.31846
1638	8.8256
1639	8.8256
1640	8.8256
1641	10.0678
1642	11.2992
1643	8.63234
1644	8.63234
1645	9.57012
1646	9.57012
1647	9.57012
1648	9.57012
1649	9.57012
1650	9.57012
1651	9.57012
1652	9.57012
1653	8.98617
1654	8.98617
1655	8.98617
1656	8.98617
1657	8.98617
1658	8.98617
1659	8.98617
1660	8.98617
1661	8.27969
1662	8.27969
1663	8.27969
1664	8.27969
1665	8.27969
1666	8.27969
1667	8.27969
1668	8.27969
1669	8.27969
1670	8.27969
1671	8.27969
1672	8.01014
1673	8.01014
1674	8.01014
1675	8.01014
1676	8.01014
1677	10.8916
1678	10.8916
1679	13.9243
1680	8.36962
1681	8.36962
1682	10.2213
1683	11.2997
1684	11.2997
1685	11.2997
1686	11.2997
1687	11.2997
1688	11.2997
1689	11.2997
1690	11.2997
1691	11.2997
1692	11.2997
1693	11.9407
1694	11.9407
1695	6.7815
1696	6.7815
1697	6.7815
1698	16.8932
1699	10.8202
1700	9.58821
1701	9.58821
1702	9.38101
1703	7.56371
1704	11.6687
1705	9.88509
1706	9.88509
1707	10.1954
1708	10.1954
1709	10.1954
1710	8.5722
1711	8.5722
1712	12.171
1713	9.77454
1714	9.77454
1715	9.77454
1716	9.77454
1717	9.77454
1718	9.22691
1719	9.22691
1720	8.89275
1721	8.89275
1722	8.89275
1723	8.69725
1724	14.9348
1725	17.0607
1726	17.0607
1727	11.6707
1728	11.6707
1729	13.4801
1730	13.4801
1731	12.1394
1732	13.4985
1733	13.3725
1734	13.3725
1735	11.9701
1736	11.9701
1737	11.9701
1738	7.64457
1739	7.64457
1740	7.98685
1741	7.98685
1742	7.98685
1743	8.55386
1744	10.2002
1745	10.2002
1746	10.2002
1747	10.5175
1748	10.5175
1749	10.5175
1750	8.19696
1751	8.33876
1752	8.33876
1753	8.33876
1754	11.4121
1755	11.4121
1756	11.4121
1757	9.52852
1758	9.52852
1759	14.2159
1760	12.8677
1761	12.8677
1762	12.8677
1763	12.0287
1764	11.1622
1765	11.1622
1766	11.2635
1767	10.3851
1768	10.3851
1769	10.3851
1770	10.3851
1771	15.8814
1772	9.96032
1773	9.96032
1774	9.96032
1775	9.96032
1776	8.83046
1777	8.83046
1778	10.8007
1779	10.4937
1780	10.4937
1781	8.15131
1782	12.1277
1783	12.4499
1784	14.3088
1785	14.3088
1786	8.75497
1787	8.75497
1788	8.75497
1789	9.19746
1790	12.7991
1791	12.5665
1792	14.3544
1793	14.3544
1794	8.12575
1795	12.647
1796	12.647
1797	12.647
1798	12.647
1799	12.647
1800	12.647
1801	12.647
1802	9.07278
1803	9.07278
1804	15.2116
1805	15.2116
1806	15.2116
1807	16.425
1808	9.20269
1809	9.20269
1810	16.2677
1811	16.2677
1812	16.2677
1813	16.2677
1814	18.3877
1815	15.647
1816	15.647
1817	15.647
1818	16.9435
1819	14.6241
1820	13.5128
1821	13.5128
1822	13.5128
1823	13.5128
1824	13.5128
1825	12.5295
1826	12.5295
1827	13.302
1828	13.302
1829	13.302
1830	8.71492
1831	10.7375
1832	10.7375
1833	9.4904
1834	10.0951
1835	10.0951
1836	10.0951
1837	10.0951
1838	10.0951
1839	11.5219
1840	11.5219
1841	11.5219
1842	11.5219
1843	15.8168
1844	17.801
1845	15.78
1846	13.0313
1847	14.3588
1848	14.3588
1849	14.3588
1850	14.3588
1851	14.3588
1852	13.7989
1853	13.7989
1854	14.1322
1855	14.1322
1856	14.1322
1857	13.1125
1858	13.1125
1859	13.1125
1860	13.1125
1861	10.7822
1862	10.7822
1863	10.7822
1864	10.7822
1865	10.7822
1866	10.7822
1867	10.7822
1868	10.7822
1869	10.7822
1870	10.945
1871	10.945
1872	10.945
1873	10.945
1874	10.945
1875	10.945
1876	10.945
1877	10.945
1878	10.945
1879	10.945
1880	10.945
1881	10.2706
1882	9.99257
1883	12.6949
1884	10.9794
1885	10.9794
1886	10.9794
1887	10.3174
1888	10.3174
1889	10.3174
1890	10.3174
1891	11.4644
1892	10.5909
1893	11.5936
