Predictor	Marg_Prob_Incl
169	3.7511468582315e-07
170	5.30360320356726e-06
171	0.414845078681277
172	0.000400447105438073
173	2.53673234236927e-10
174	2.553748237374e-09
175	1.23399327689821e-06
176	3.6384837857296e-07
177	3.76824668337994e-05
178	0.0049133179489284
179	1.62762714730933e-07
180	4.37432791521712e-09
181	1.32431339266428e-09
182	3.13593629512395e-08
183	1.46238934143468e-09
184	6.43614795663581e-12
185	2.09035067571125e-10
186	8.48542639104705e-16
187	5.33252658234955e-09
188	1.36461059189105e-09
189	7.13365713504805e-08
190	1.84207735538857e-06
191	1.88278431140749e-06
192	3.93843238440369e-05
193	8.65823436163345e-06
194	0.00269121580773004
195	7.21854042053023e-09
196	5.24396846843918e-10
197	5.21362631291727e-11
198	6.2843670350566e-11
199	8.06051187820139e-08
200	4.39796609865172e-10
201	4.03916673142604e-09
202	2.05081836281547e-13
203	5.26002923057546e-10
204	5.22439438726129e-12
205	2.74504735642961e-07
206	7.0300649939586e-10
207	3.43875107681231e-10
208	1.36754976773638e-09
209	4.2821085280299e-10
210	3.34723902478226e-09
211	0.000325393241380423
212	4.53922304384209e-06
213	1.15447148870473e-05
214	0.000562762699685484
215	5.47096339240442e-11
216	0.0235255792368712
217	1.31207531349243e-06
218	9.03928624865205e-07
219	8.3362310552963e-06
220	5.78757950755939e-06
221	5.4914403320713e-07
222	1.70793449576939e-05
223	0.000156729179268071
224	1.87962070809316e-05
225	1.14213467508635e-09
226	1.43682215448973e-11
227	2.67835196535605e-12
228	4.02200787084021e-11
229	9.36223472094574e-07
230	1.40497201859914e-08
231	5.11867116823621e-10
232	6.04192950988901e-10
233	3.50330994628679e-08
234	3.26489555478823e-07
235	8.97315860569578e-11
236	6.25094844227621e-07
237	4.64814263459607e-09
238	7.50609215137277e-07
239	2.02226617884e-09
240	1.200524620232e-07
241	5.45841354884183e-06
242	1.1700367440705e-06
243	5.68263323208191e-08
244	3.41007011990383e-10
245	4.6820709034599e-12
246	3.337770984458e-07
247	1.42318468275317e-07
248	7.3313602528686e-07
249	1.34526142876233e-07
250	0.000311177391678049
251	0.000519277614039793
252	4.4842029801549e-07
253	5.49014374305456e-06
254	1.31496351545719e-07
255	2.65392934831365e-05
256	1.14550520377864e-08
257	4.36941146388674e-06
258	1.05762777721678e-06
259	3.55137619823795e-07
260	1.07532173352527e-07
261	0.000116258414790142
262	0.00999671182890065
263	1.44225697122003e-06
264	3.2336533333864e-08
265	8.55913154916223e-08
266	6.60572901050396e-10
267	2.61448173977403e-14
268	1.79563726254689e-08
269	2.90760049257624e-08
270	1.25199626335619e-08
271	4.26084709936484e-06
272	4.67870375544309e-07
273	4.94672940905952e-09
274	1.4057723277174e-10
275	1.10240640502246e-05
276	4.36305337837118e-08
277	7.38411262255379e-06
278	1.33113801755692e-09
279	2.81957813321146e-09
280	1.35106774382959e-13
281	2.05937661429459e-07
282	1.70231121467988e-10
283	3.77757135919262e-12
284	8.70287317828254e-10
285	2.85102810082273e-10
286	4.30947656295854e-05
287	8.13226304024964e-09
288	8.81911282936045e-06
289	3.97806894253929e-07
290	2.32912726346146e-07
291	5.50017219926688e-07
292	8.43484299795699e-07
293	4.31589595156808e-07
294	5.44408439019656e-11
295	8.8753474931623e-09
296	0.00205776640317347
297	1.79267029859261e-08
298	4.63420247684512e-12
299	7.35077386811287e-20
300	8.33988952010166e-09
301	5.8445765482106e-10
302	2.14174887164372e-07
303	5.39091423895512e-09
304	0.0121482370729139
305	0.399355585936264
306	1.7668620811546e-14
307	6.02471003869583e-09
308	5.80608024616039e-07
309	8.69208305468326e-11
310	1.4235632079361e-13
311	1.02042910199434e-09
312	1.02786310980956e-05
313	2.08124446163224e-07
314	1.32496924260845e-09
315	2.31295671625984e-05
316	1.13222781015924e-07
317	9.14104495612458e-09
318	2.21198873765641e-05
319	0.0444836015963988
320	1.26963262517033e-10
321	1.21310530773539e-29
322	2.12284786407578e-08
323	1.08542808770862e-12
324	5.37891022812012e-08
325	0.000142165701490818
326	1.92694581130136e-08
327	5.17671593375909e-09
328	1.87431184618272e-08
329	2.52541106678739e-12
330	9.9329017562991e-16
331	7.56154540723272e-08
332	2.18492883696141e-09
333	6.01500558838177e-27
334	6.98997545520224e-19
335	5.89780070984991e-10
336	1.55259924238519e-07
337	8.06310732668021e-08
338	7.25722975231325e-09
339	9.0297728578978e-13
340	6.50180310261965e-08
341	6.00634161898055e-08
342	4.32701418939318e-09
343	8.70525765321298e-08
344	1.28551921825281e-06
345	1.52587492538162e-06
346	1.32675257804052e-09
347	1.76236330798852e-12
348	8.99116345205038e-11
349	4.18132696200141e-11
350	7.19143812469588e-09
351	1.50155713039897e-12
352	5.20010012206959e-06
353	9.55721718039163e-07
354	1.86811482160595e-10
355	4.23163357373844e-06
356	3.56309781156813e-07
357	0.00269096300386583
358	5.87462861205483e-07
359	1.50489917057776e-07
360	7.60471818980566e-09
361	3.34086106520432e-09
362	1.93036292584078e-10
363	1.7040524167166e-11
364	5.71303594638e-11
365	3.59845996025589e-06
366	6.07483871765996e-06
367	1.02783145361992e-06
368	5.34952092525453e-05
369	2.53390683466448e-08
370	4.7206102357068e-07
371	1.85010863553895e-05
372	0.00045550775917341
373	5.6267144009627e-07
374	7.20301902846696e-14
375	9.63526695307313e-09
376	2.48585102664227e-06
377	5.72651668551418e-08
378	3.6828347253767e-10
379	1.80887942566452e-06
380	2.41355852883569e-07
381	1.14153658964176e-08
382	1.64773110015267e-09
383	1.46166685977966e-09
384	1.38584432136568e-08
385	1.98125168335846e-10
386	4.66445635322611e-07
387	3.24586734441484e-09
388	1.68847932607449e-08
389	4.48203398487727e-11
390	4.91134039166516e-15
391	1.17741910923128e-09
392	8.32990181281719e-12
393	1.26004389007706e-14
394	1.94178744896624e-07
395	1.98751404989234e-07
396	3.55790742039838e-08
397	3.62277314404646e-06
398	1.32137542689505e-05
399	0.0112612479607155
400	0.00244909988817383
401	6.88324774046917e-07
402	0.00866385754848785
403	4.96403858256681e-11
404	1.1722071367188e-11
405	4.73849493114052e-10
406	7.91154521196852e-07
407	1.37580070545899e-10
408	5.31894097366507e-11
409	4.46026975842792e-11
410	3.5514397967991e-09
411	1.84919568000556e-06
412	4.47652199308419e-10
413	5.85057264974735e-10
414	7.130576318441e-11
415	2.09094247191315e-06
416	1.21869574544581e-15
417	2.61351306829322e-08
418	1.32252891423286e-09
419	3.38937275790176e-08
420	1.55308519495999e-08
421	3.60755424153641e-05
422	7.23205757666441e-06
423	3.11240745232587e-05
424	5.11186548097582e-05
425	3.39625523823017e-10
426	2.59506101669343e-06
427	3.23664319971878e-07
428	0.000108546978186648
429	0.00485705174100818
430	0.0085876077521224
431	0.000282344617069268
432	2.40365325872991e-05
433	0.000344311065466973
434	5.51442828398157e-05
435	1.71188713314875e-08
436	2.47257577343435e-09
437	0.000286904292671493
438	3.44989651410023e-05
439	8.56039645378366e-05
440	3.27285205537607e-07
441	1.99107268684822e-08
442	1.32606120831238e-06
443	2.57285667486804e-07
444	3.47434634155728e-08
445	2.89774637973377e-09
446	7.52615447973293e-10
447	3.5010645185389e-08
448	2.61759609184134e-08
449	7.53122884048669e-12
450	0.000141633820044146
451	2.0015848185529e-08
452	2.95511059785459e-08
453	4.95938172787706e-10
454	1.38658787435924e-07
455	2.08422885787343e-08
456	6.06497752820385e-10
457	9.48561955644022e-08
458	3.56363715404872e-10
459	3.51805923791124e-07
460	9.96367861469671e-08
461	1.99539513329216e-08
462	5.05405183595411e-09
463	4.77055490973377e-14
464	1.75991323194045e-09
465	1.3463217352851e-10
466	5.20385595044252e-09
467	5.66429718945793e-14
468	1.06879284898968e-08
469	4.35370398161394e-12
470	9.98532484062062e-13
471	5.90589436123575e-05
472	4.53499772814227e-10
473	3.11678455373798e-07
474	2.54080090176487e-07
475	7.09206143096389e-07
476	1.35628214397743e-09
477	5.46144860513132e-17
478	9.30470158950286e-08
479	5.57802559158821e-07
480	3.34913018811134e-05
481	6.08410452838632e-06
482	7.98974741730672e-10
483	1.83328014009559e-06
484	9.77551051429548e-11
485	2.40893401614555e-05
486	3.73113066574712e-08
487	2.48109226017462e-05
488	0.00076843247801813
489	0.000223617459276609
490	0.418674495392403
491	0.0028539670444531
492	4.29476689831483e-06
493	1.27056103773837e-07
494	0.000840197524464182
495	1.01791120944197e-19
496	7.29192560025103e-07
497	0.000190361879228935
498	0.165661357009067
499	6.5762408985856e-06
500	2.08384563264103e-08
501	9.17142530140281e-10
502	9.32944397076749e-12
503	0.000115918822891789
504	6.48161081453539e-05
505	0.000187201168532934
506	9.68873062055086e-05
507	2.04503818418363e-07
508	3.24992883033016e-06
509	9.60609666255567e-05
510	3.76157206222985e-12
511	4.03333017115471e-13
512	2.42612159454825e-09
513	8.01156683432987e-13
514	2.37018701053554e-09
515	0.000580117658426203
516	0.00439215316434256
517	0.408290502898207
518	1.31004747254653e-10
519	5.29797381572938e-12
520	3.91991959245493e-09
521	1.30947588301667e-08
522	5.01492729989851e-08
523	5.33398799677789e-07
524	1.04222820572164e-06
525	2.53755643090628e-06
526	0.00654832954663834
527	0.586230328374097
528	4.08035268175885e-11
529	4.89693359407575e-08
530	2.44754179696978e-08
531	9.2687376573161e-10
532	8.64857571039729e-09
533	0.000622826382307567
534	0.000149362919342809
535	5.76943655335165e-08
536	7.92521391393164e-06
537	7.34147458061147e-07
538	1.14451752959575e-07
539	8.27806646732537e-08
540	0.000193998546521925
541	6.94472661110061e-08
542	1.3510629670409e-05
543	1.77653770301302e-07
544	1.44238647706799e-06
545	2.63008127729035e-16
546	2.85510549874973e-13
547	2.90622815065901e-06
548	0.000246008878289634
549	3.44632157047571e-08
550	2.69869461162263e-06
551	1.60543004631724e-16
552	1.1070941265555e-06
553	1.78582975388967e-07
554	1.8565479535808e-10
555	5.81940950882586e-10
556	5.11022720895506e-13
557	3.90947109735054e-11
558	1.09811212966233e-05
559	1.10453852598147e-10
560	8.72400192962384e-10
561	1.28551460475263e-07
562	2.35065607088206e-06
563	2.30327171903215e-06
564	4.11646403867389e-09
565	2.1989085290796e-06
566	4.63643836125119e-05
567	1.96033487308681e-08
568	2.18170556955574e-08
569	3.87801098446033e-07
570	2.70114884252396e-07
571	6.25033993807442e-07
572	7.18678312065774e-09
573	1.11766200400241e-11
574	8.81577473311329e-08
575	3.0822878133096e-08
576	1.27586340803126e-07
577	1.66398606581388e-06
578	5.64041995087941e-08
579	1.58776880893188e-10
580	3.04983831623787e-08
581	6.31528445669664e-07
582	1.30226363481401e-06
583	6.46480158829642e-09
584	6.04988362758521e-08
585	1.91855000965572e-09
586	2.54584447126725e-08
587	2.41009001643122e-05
588	1.26436570602686e-09
589	3.11800945408873e-08
590	1.34491712298309e-07
591	1.83379132193256e-13
592	2.57933092733262e-06
593	8.41933133130149e-09
594	2.73296610710758e-09
595	1.34400768888995e-08
596	0.228632458880517
597	4.78998408645617e-09
598	1.8617612527597e-07
599	1.16175671266565e-08
600	5.27157968393134e-09
601	6.16321972813801e-09
602	4.38324599820031e-22
603	4.36539273653268e-05
604	1.09427152595281e-08
605	3.2123820540393e-06
606	1.65884387574449e-09
607	1.19341260292916e-10
608	1.84231447175641e-05
609	1.13573907511463e-07
610	2.06190067247822e-07
611	1.18547960227779e-06
612	2.98914783529892e-11
613	5.25793201178154e-08
614	6.51811775361689e-16
615	2.51679682717349e-08
616	0.999999999999981
617	2.99736398437928e-08
618	0
619	1.01390565912399e-10
620	9.67568382133162e-12
621	6.98997465377579e-19
622	3.78571199132347e-13
623	1.28923834869053e-10
624	1.564611510417e-12
625	7.91341097422728e-14
626	5.10653803920676e-08
627	1.73258465983647e-11
628	4.64972597626597e-05
629	0.000235998179929605
630	6.25709649259663e-06
631	1.14624822882321e-09
632	2.97169058665097e-08
633	1.47814807602564e-09
634	7.67413130486053e-07
635	0.000123584781072855
636	0.00913793380043845
637	1.04112068422696e-11
638	2.98238322009979e-08
639	1.58761093070345e-11
640	1.02613445062246e-11
641	1.2566928111842e-09
642	7.86080167027493e-10
643	4.46512807262957e-06
644	4.92481693096415e-08
645	6.24268672703458e-06
646	3.52206930199741e-06
647	3.48250673053733e-10
648	9.91884861482019e-09
649	3.45476114186367e-05
650	2.47091551319947e-10
651	2.04027447048511e-11
652	7.88320264523178e-09
653	7.19062308536264e-05
654	0.0361305074139497
655	2.50573844620036e-07
656	1.7583773835093e-05
657	0.00141897452639803
658	1.37230479502988e-07
659	9.56714764071791e-10
660	1.67846887142846e-07
661	5.95048518398137e-13
662	6.63736839276174e-09
663	3.13350465418152e-09
664	9.19201579966149e-09
665	1.95219304229613e-09
666	1.49943094341757e-07
667	1.3227405621621e-08
668	6.09315362939102e-08
669	7.31135379151658e-14
670	1.79485543648298e-09
671	1.49724935001829e-07
672	2.03213209776103e-05
673	0.00187735477847504
674	5.85673303335757e-05
675	0.000170732812036447
676	2.22951686917152e-07
677	1.96872581612912e-10
678	1.07464328766446e-11
679	6.79292258869649e-12
680	6.7383049229682e-07
681	1.05873289337746e-09
682	7.14735277108456e-10
683	3.10972579014533e-07
684	2.29019740448125e-10
685	1.52412798923192e-09
686	9.80860449397723e-09
687	7.16642298587242e-09
688	2.25713357778242e-08
689	1.60069571075663e-09
690	2.18051781967145e-06
691	0.000400932607621603
692	2.46638094451738e-07
693	1.85920217031421e-07
694	1.15451262641096e-10
695	9.49708049464294e-12
696	1.79720347043258e-08
697	1.31625124893923e-06
698	7.12854201573532e-09
699	1.4496364726445e-08
700	3.9090514726559e-09
701	8.26295964933842e-10
702	7.1509032705143e-10
703	4.35596355001585e-08
704	3.53459421232193e-05
705	1.55068826156365e-09
706	2.25235525890684e-06
707	0
708	7.11716737282788e-06
709	7.23131652617871e-12
710	1.00158354365543e-08
711	3.53430459198238e-11
712	1.63568110071079e-11
713	6.00224663688273e-10
714	1.46704731354598e-16
715	2.64677008563691e-10
716	1.12596480237152e-14
717	4.35315926184325e-09
718	1.36691337470372e-08
719	3.26616484867024e-08
720	1.64732299721481e-13
721	9.40881761898214e-11
722	7.96471814235761e-09
723	3.34352301483681e-08
724	1.76262228787692e-12
725	2.93779517060531e-10
726	4.20368934400446e-09
727	5.84623512174064e-08
728	1.879795263762e-07
729	1.63290155796136e-06
730	4.66688456622953e-10
731	0.000175841634736123
732	1.13485493381977e-08
733	1.68064302351181e-06
734	9.79000701586323e-15
735	9.78063417570246e-10
736	2.09480887891563e-10
737	9.32593547292239e-11
738	2.95868469914507e-09
739	6.26048700421971e-09
740	3.11655648552301e-09
741	4.50834203885549e-08
742	7.67868620069797e-05
743	7.76661226738308e-07
744	0.000205586064010291
745	9.4788175930686e-09
746	1.33880823714656e-08
747	1.31753558647129e-07
748	2.77369405127244e-08
749	1.11909123844893e-07
750	4.99857328087958e-07
751	4.97078997335061e-09
752	8.19994325520966e-14
753	4.4843137435463e-13
754	1.18024825989108e-05
755	5.0890998513351e-07
756	2.49485517225758e-06
757	7.49921261919757e-08
758	1.6731179645929e-09
759	1.70836640452363e-08
760	1.98044090239584e-07
761	1.00353704181045e-06
762	6.95914476659387e-08
763	2.72670255899952e-07
764	1.0829036002891e-05
765	1.39250472929532e-08
766	3.86572954605373e-10
767	1.5844779430218e-17
768	4.71817515217522e-09
769	5.61500126817399e-12
770	3.24779022523831e-10
